accuracy_task_0,accuracy_task_1,accuracy_task_2,accuracy_task_3,accuracy_task_4,accuracy_task_5
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
0.995,0.015,0.0,0.0,0.0,0.0
0.933,0.151,0.0,0.0,0.0,0.0
0.707,0.432,0.0,0.0,0.0,0.0
0.395,0.736,0.0,0.0,0.0,0.0
0.168,0.89,0.0,0.0,0.0,0.0
0.045,0.967,0.0,0.0,0.0,0.0
0.005,0.991,0.0,0.0,0.0,0.0
0.0,0.997,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0
0.001,0.999,0.0,0.0,0.0,0.0
0.002,0.995,0.0,0.0,0.0,0.0
0.009,0.989,0.0,0.0,0.0,0.0
0.024,0.975,0.0,0.0,0.0,0.0
0.059,0.959,0.0,0.0,0.0,0.0
0.099,0.935,0.0,0.0,0.0,0.0
0.184,0.911,0.0,0.0,0.0,0.0
0.267,0.865,0.0,0.0,0.0,0.0
0.367,0.801,0.0,0.0,0.0,0.0
0.457,0.736,0.0,0.0,0.0,0.0
0.507,0.673,0.0,0.0,0.0,0.0
0.574,0.608,0.0,0.0,0.0,0.0
0.632,0.544,0.0,0.0,0.0,0.0
0.711,0.481,0.0,0.0,0.0,0.0
0.744,0.433,0.0,0.0,0.0,0.0
0.761,0.403,0.0,0.0,0.0,0.0
0.778,0.367,0.0,0.0,0.0,0.0
0.778,0.334,0.022,0.0,0.0,0.0
0.782,0.253,0.101,0.0,0.0,0.0
0.74,0.15,0.256,0.0,0.0,0.0
0.647,0.074,0.447,0.0,0.0,0.0
0.487,0.022,0.642,0.0,0.0,0.0
0.299,0.006,0.797,0.0,0.0,0.0
0.146,0.001,0.891,0.0,0.0,0.0
0.067,0.0,0.953,0.0,0.0,0.0
0.023,0.0,0.984,0.0,0.0,0.0
0.009,0.0,0.997,0.0,0.0,0.0
0.003,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0
0.001,0.001,1.0,0.0,0.0,0.0
0.002,0.001,0.998,0.0,0.0,0.0
0.003,0.017,0.985,0.0,0.0,0.0
0.003,0.044,0.964,0.0,0.0,0.0
0.005,0.072,0.93,0.0,0.0,0.0
0.012,0.123,0.866,0.0,0.0,0.0
0.015,0.166,0.799,0.0,0.0,0.0
0.026,0.207,0.752,0.0,0.0,0.0
0.036,0.242,0.706,0.0,0.0,0.0
0.059,0.262,0.675,0.0,0.0,0.0
0.08,0.279,0.643,0.0,0.0,0.0
0.103,0.316,0.604,0.0,0.0,0.0
0.146,0.333,0.574,0.0,0.0,0.0
0.196,0.355,0.535,0.0,0.0,0.0
0.222,0.365,0.509,0.0,0.0,0.0
0.255,0.385,0.476,0.0,0.0,0.0
0.291,0.413,0.43,0.004,0.0,0.0
0.323,0.437,0.386,0.034,0.0,0.0
0.321,0.459,0.284,0.159,0.0,0.0
0.264,0.464,0.146,0.364,0.0,0.0
0.211,0.431,0.045,0.519,0.0,0.0
0.132,0.392,0.012,0.635,0.0,0.0
0.062,0.353,0.0,0.718,0.0,0.0
0.028,0.306,0.0,0.785,0.0,0.0
0.013,0.262,0.0,0.85,0.0,0.0
0.005,0.226,0.0,0.882,0.0,0.0
0.0,0.199,0.0,0.896,0.0,0.0
0.0,0.173,0.0,0.908,0.0,0.0
0.0,0.164,0.0,0.914,0.0,0.0
0.0,0.132,0.0,0.93,0.0,0.0
0.0,0.103,0.0,0.951,0.0,0.0
0.0,0.072,0.0,0.961,0.0,0.0
0.0,0.049,0.0,0.975,0.0,0.0
0.0,0.038,0.0,0.985,0.0,0.0
0.0,0.017,0.0,0.991,0.0,0.0
0.0,0.008,0.0,0.996,0.0,0.0
0.0,0.005,0.0,0.997,0.0,0.0
0.0,0.0,0.0,0.998,0.0,0.0
0.0,0.0,0.0,0.999,0.0,0.0
0.0,0.0,0.0,0.999,0.0,0.0
0.0,0.0,0.0,0.999,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.999,0.0,0.0
0.0,0.003,0.0,0.999,0.0,0.0
0.0,0.005,0.0,0.997,0.0,0.0
0.0,0.008,0.0,0.997,0.0,0.0
0.0,0.016,0.0,0.993,0.0,0.0
0.0,0.027,0.0,0.987,0.0,0.0
0.0,0.038,0.0,0.984,0.0,0.0
0.0,0.057,0.0,0.977,0.0,0.0
0.0,0.102,0.0,0.96,0.0,0.0
0.0,0.123,0.0,0.949,0.0,0.0
0.0,0.14,0.0,0.942,0.0,0.0
0.0,0.155,0.0,0.927,0.0,0.0
0.0,0.159,0.0,0.925,0.0,0.0
0.0,0.163,0.0,0.921,0.0,0.0
0.0,0.17,0.0,0.917,0.0,0.0
0.0,0.185,0.0,0.909,0.0,0.0
0.0,0.199,0.0,0.901,0.0,0.0
0.002,0.202,0.0,0.899,0.0,0.0
0.004,0.208,0.0,0.895,0.0,0.0
0.006,0.222,0.0,0.888,0.0,0.0
0.008,0.227,0.0,0.886,0.0,0.0
0.014,0.255,0.0,0.87,0.001,0.0
0.014,0.275,0.0,0.861,0.012,0.0
0.014,0.288,0.001,0.825,0.072,0.0
0.008,0.276,0.001,0.76,0.207,0.0
0.005,0.239,0.001,0.648,0.377,0.0
0.003,0.202,0.001,0.513,0.529,0.0
0.001,0.158,0.0,0.355,0.7,0.0
0.0,0.127,0.0,0.196,0.814,0.0
0.0,0.089,0.0,0.115,0.907,0.0
0.0,0.053,0.0,0.041,0.962,0.0
0.0,0.03,0.0,0.017,0.985,0.0
0.0,0.016,0.0,0.005,0.993,0.0
0.0,0.007,0.0,0.001,0.998,0.0
0.0,0.003,0.0,0.001,0.999,0.0
0.0,0.002,0.0,0.0,1.0,0.0
0.0,0.002,0.0,0.0,1.0,0.0
0.0,0.001,0.0,0.0,1.0,0.0
0.0,0.002,0.0,0.0,1.0,0.0
0.0,0.002,0.0,0.0,1.0,0.0
0.0,0.002,0.0,0.0,1.0,0.0
0.0,0.002,0.0,0.0,1.0,0.0
0.0,0.002,0.0,0.0,1.0,0.0
0.0,0.002,0.0,0.0,1.0,0.0
0.0,0.002,0.0,0.0,1.0,0.0
0.0,0.002,0.0,0.0,1.0,0.0
0.0,0.002,0.0,0.0,1.0,0.0
0.0,0.002,0.0,0.0,1.0,0.0
0.0,0.003,0.0,0.0,1.0,0.0
0.0,0.003,0.0,0.0,1.0,0.0
0.0,0.005,0.0,0.0,1.0,0.0
0.0,0.006,0.0,0.0,1.0,0.0
0.0,0.012,0.0,0.0,0.999,0.0
0.0,0.02,0.0,0.0,0.999,0.0
0.0,0.031,0.0,0.0,0.997,0.0
0.0,0.039,0.0,0.0,0.995,0.0
0.0,0.061,0.001,0.0,0.992,0.0
0.0,0.073,0.001,0.0,0.991,0.0
0.0,0.077,0.001,0.001,0.989,0.0
0.0,0.093,0.002,0.003,0.986,0.0
0.0,0.121,0.004,0.004,0.981,0.0
0.0,0.16,0.007,0.008,0.968,0.0
0.0,0.185,0.012,0.011,0.956,0.0
0.0,0.206,0.019,0.013,0.945,0.0
0.0,0.214,0.025,0.018,0.938,0.0
0.0,0.213,0.025,0.024,0.935,0.0
0.0,0.225,0.035,0.032,0.928,0.0
0.0,0.222,0.039,0.039,0.927,0.0
0.0,0.211,0.045,0.044,0.926,0.0
0.0,0.208,0.056,0.05,0.924,0.0
0.0,0.191,0.061,0.055,0.932,0.002
